Lietas ID (caseID),Tiesas ID (courtID),Tiesa,Dzimšanas datums,Ienākšanas kārtība,Ienākšanas datums,Izskatīšanas datums,Būtība,Prasījuma apmērs,atb_fiz,atb_jur,pras_fiz,pras_jur,Nozīmētās sēdes,Notikušās sēdes,naudaS_sods,dzivo_arzemes,atbr_no_nodevas
1397802,279,Rīgas pilsētas Pārdaugavas tiesa,300971,Sakarā ar tiesu apvienošanu,1/31/2017,12/13/2017,"parāda piedziņa,  līgumsoda piedziņa,  procentu piedziņa",0.00,1,0,0,1,1,0,0,0,0
1398455,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pēc lēmuma atcelšanas,3/16/2016,6/26/2017,maza apmēra prasība par naudas  piedziņu,419.13,0,1,0,1,3,1,0,0,0
1399795,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Sakarā ar tiesu apvienošanu,1/15/2016,3/6/2017,zaudējumu piedziņa,23507156.00,1,0,0,1,2,0,0,1,0
1400261,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,7/4/2012,4/11/2017,maza apmēra prasība par naudas piedziņu,1298.01,1,0,0,1,6,2,0,0,0
1401177,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,7/6/2012,12/7/2017,maza apmēra prasība par naudas piedziņu,366.99,1,0,0,1,8,1,0,0,0
1404805,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290568,Pirmo reizi,7/18/2012,5/31/2017,maza apmēra prasība par naudas piedziņu  ,704.82,1,0,0,1,6,1,0,0,0
1406198,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,7/23/2012,4/5/2017,parāda piedziņa,2593.70,2,0,0,1,5,1,0,0,0
1407513,34,Rīgas pilsētas Ziemeļu rajona tiesa,130476,Pirmo reizi,7/26/2012,2/14/2017,parāda piedziņa,9260.96,2,0,0,1,9,0,0,0,0
1407690,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,190161,Pirmo reizi,7/26/2012,6/7/2017,zaudējumu piedziņa,1657.14,0,1,3,1,8,2,0,0,0
1411401,5,Cēsu rajona tiesa,160555,Pirmo reizi,8/6/2012,3/13/2017,"par parāda, procentu un līgumsoda piedziņu",0.00,1,1,0,1,5,0,0,0,0
1411402,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,8/6/2012,3/21/2017,"maza apmēra prasība par naudas piedziņu ,  ",3073.87,1,0,0,1,3,0,0,0,0
1412036,279,Rīgas pilsētas Pārdaugavas tiesa,220675,Sakarā ar tiesu apvienošanu,1/31/2017,3/1/2017,parāda piedziņa,0.00,1,0,0,1,1,0,0,0,0
1413700,27,Liepājas tiesa,231259,Pirmo reizi,8/13/2012,10/26/2017,parāda piedziņa,2544.01,1,0,0,1,12,1,0,0,0
1415984,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,150678,Pirmo reizi,8/20/2012,1/16/2017,parāda piedziņa,0.00,1,0,0,1,2,0,0,0,0
1417524,33,Rīgas pilsētas Zemgales priekšpilsētas tiesa,110274,Pirmo reizi,8/24/2012,1/23/2017,parāda piedziņa,0.00,2,0,0,1,7,0,0,0,0
1417524,279,Rīgas pilsētas Pārdaugavas tiesa,110274,Sakarā ar tiesu apvienošanu,1/31/2017,1/23/2017,parāda piedziņa,0.00,2,0,0,1,0,0,0,0,0
1418267,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290568,Pirmo reizi,8/27/2012,10/30/2017,maza apmēra prasība par naudas piedziņu,700.06,1,0,0,1,15,3,1,0,0
1420740,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,9/3/2012,2/28/2017,parāda piedziņa,77243.57,1,0,0,1,2,0,0,0,0
1422453,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Sakarā ar tiesu apvienošanu,8/1/2015,4/5/2017,"par nomas maksas parāda piedziņu, nomas maksas noteikšanu",0.00,5,0,1,0,5,1,0,0,0
1422453,29,Rīgas rajona tiesa,170470,Sakarā ar tiesu apvienošanu,1/15/2018,4/5/2017,"par nomas maksas parāda piedziņu, nomas maksas noteikšanu",0.00,5,0,1,0,0,0,0,0,0
1423619,279,Rīgas pilsētas Pārdaugavas tiesa,220675,Sakarā ar tiesu apvienošanu,1/31/2017,6/30/2017,parāda piedziņa,220017.23,3,0,0,1,3,1,0,0,0
1424272,19,Ogres rajona tiesa,111061,Pirmo reizi,9/12/2012,12/13/2017,zaudējumu piedziņa,1668.30,1,0,0,1,18,2,1,0,0
1425388,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,050767,Pēc lēmuma atcelšanas,11/13/2013,9/27/2017,"parāda piedziņa,  prasības nodrošinājums",0.00,0,1,0,3,7,5,0,0,0
1425538,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,9/17/2012,12/4/2017,"maza apmēra prasība par naudas piedziņu ,  ",912.77,1,0,0,1,2,0,0,0,0
1426235,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,9/18/2012,12/19/2017,"parāda piedziņa ,  ",2159.92,0,1,1,0,3,0,0,0,0
1433689,27,Liepājas tiesa,060669,Pēc lēmuma atcelšanas,7/11/2016,2/13/2017,īpašuma apsaimniekošanas parāda piedziņa,2803.35,0,1,0,2,2,0,0,0,0
1435244,279,Rīgas pilsētas Pārdaugavas tiesa,230577,Sakarā ar tiesu apvienošanu,1/31/2017,12/20/2017,dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda piedziņa,0.00,1,0,0,1,1,0,0,0,0
1435858,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,10/12/2012,10/25/2017,parāda piedziņa,99505.81,2,0,0,1,2,0,0,1,0
1439040,34,Rīgas pilsētas Ziemeļu rajona tiesa,130476,Pirmo reizi,10/22/2012,10/31/2017,parāda piedziņa,0.00,1,0,0,1,9,1,0,0,0
1439052,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,10/22/2012,10/10/2017,parāda piedziņa,71556.18,2,0,0,1,8,1,0,0,0
1441085,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220971,Pēc lēmuma atcelšanas,4/6/2016,2/23/2017,parāda piedziņa,48971.12,1,0,1,0,2,1,0,0,1
1441406,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,10/26/2012,1/12/2017,parāda piedziņa,90232.54,1,0,0,1,4,1,0,0,0
1443794,5,Cēsu rajona tiesa,160555,Pēc piekritības no citas tiesas,5/29/2014,5/17/2017,parāda piedziņa,1.00,2,0,0,1,2,0,0,0,0
1445098,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,050767,Pirmo reizi,11/5/2012,3/27/2017,parāda piedziņa,0.00,1,0,0,1,4,0,0,0,0
1447646,279,Rīgas pilsētas Pārdaugavas tiesa,280782,Sakarā ar tiesu apvienošanu,1/31/2017,6/2/2017,parāda piedziņa,0.00,3,0,0,1,3,1,0,0,0
1448918,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pēc lēmuma atcelšanas,12/9/2015,2/20/2017,maza apmēra prasība par naudas piedziņu,941.82,0,1,0,1,3,1,0,0,0
1450719,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pēc piekritības no citas tiesas,7/15/2015,12/12/2017,līgumsoda piedziņa; prasības nodrošinājums,210841.20,4,2,0,3,7,3,0,0,0
1455028,279,Rīgas pilsētas Pārdaugavas tiesa,300971,Sakarā ar tiesu apvienošanu,1/31/2017,4/13/2017,apdrošināšanas atlīdzības izmaksa,11647.49,0,1,1,0,2,0,0,0,0
1456900,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pirmo reizi,12/4/2012,3/29/2017,parāda piedziņa,0.00,0,1,1,0,3,0,0,0,0
1458118,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,12/6/2012,2/8/2017,parāda piedziņa,38244.28,2,0,0,1,10,4,0,0,0
1459223,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,12/10/2012,11/8/2017,maza apmēra prasība par naudas piedziņu,563.28,1,0,0,1,6,1,0,0,0
1459345,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,12/10/2012,11/21/2017,"parāda piedziņa,  ",4268.78,1,0,0,1,12,2,2,0,0
1459563,29,Rīgas rajona tiesa,180181,Pēc piekritības no citas tiesas,7/15/2015,10/10/2017,parāda piedziņa,1.00,2,0,0,1,7,0,0,0,0
1460107,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,12/12/2012,4/12/2017,"dzīvojamās mājas uzturēšanas, apsaimniekošanas maksas un komunālo maksājumu piedziņa",0.00,2,0,0,1,5,1,0,0,0
1460689,38,Talsu rajona tiesa,221159,Pirmo reizi,12/13/2012,4/20/2017,aizdevuma atmaksa un līgumsoda piedziņa,0.00,0,1,0,1,13,3,1,0,0
1461735,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220971,Pēc lēmuma atcelšanas,11/10/2016,3/30/2017,zaudējumu piedziņa,541.55,0,1,0,1,2,1,0,0,0
1463409,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pēc lēmuma atcelšanas,4/26/2016,1/27/2017,maza apmēra prasība par naudas piedziņu,291.50,1,0,0,1,5,2,0,0,0
1463466,6,Dobeles rajona tiesa,180773,Pēc piekritības no citas tiesas,3/5/2014,3/24/2017,parāda piedziņa,5691.49,0,1,0,1,11,0,0,0,0
1463821,2,Alūksnes rajona tiesa,290167,Pēc piekritības no citas tiesas,3/3/2014,8/10/2017,parāda piedziņa un rakstveida nomas līguma noslēgšana,10880.46,0,1,2,0,9,2,0,0,0
1465483,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,170969,Pirmo reizi,12/28/2012,6/6/2017,parāda piedziņa,0.00,1,0,0,2,6,1,0,1,0
1465521,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,12/28/2012,4/6/2017,parāda piedziņa,3371.17,1,0,0,1,8,1,0,0,0
1466231,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,1/2/2013,8/3/2017,parāda piedziņa,36865.50,2,0,0,1,9,2,0,0,0
1466367,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,1/2/2013,4/6/2017,parāda piedziņa,2153.84,0,1,0,1,8,1,0,0,0
1466385,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160766,Pēc lēmuma atcelšanas,12/6/2016,12/21/2017,maza apmēra prasība par naudas piedziņu,1028.98,0,1,0,1,3,1,0,0,0
1466833,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,1/3/2013,4/5/2017,maza apmēra prasība par naudas piedziņu,1247.24,1,0,0,1,9,2,0,0,0
1474119,23,Jelgavas tiesa,030872,Pirmo reizi,1/25/2013,11/2/2017,parāda piedziņa,141521.85,1,0,0,1,3,0,0,0,0
1474149,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160766,Pirmo reizi,1/25/2013,12/6/2017,parāda piedziņa,0.00,1,0,0,1,3,0,0,0,0
1474617,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,1/28/2013,5/2/2017,maza apmēra prasība par naudas piedziņu,773.83,1,0,0,1,8,3,0,0,0
1474657,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,1/28/2013,3/13/2017,"parāda piedziņa ,  ",35506.16,2,0,0,1,5,0,0,0,0
1474699,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,3/2/2017,parāda piedziņa,0.00,1,0,0,1,2,1,0,0,0
1476432,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,090467,Pēc lēmuma atcelšanas,2/9/2017,6/20/2017,maza apmēra prasība par parāda piedziņu,109.04,0,1,0,2,0,0,0,0,0
1477432,279,Rīgas pilsētas Pārdaugavas tiesa,110274,Sakarā ar tiesu apvienošanu,1/31/2017,3/29/2017,parāda piedziņa,0.00,2,0,0,1,1,0,0,0,0
1477716,279,Rīgas pilsētas Pārdaugavas tiesa,270975,Sakarā ar tiesu apvienošanu,1/31/2017,9/18/2017,maza apmēra prasība par naudas piedziņu,0.00,1,0,0,1,3,2,0,0,0
1478884,34,Rīgas pilsētas Ziemeļu rajona tiesa,130476,Pēc lēmuma atcelšanas,10/6/2016,2/22/2017,maza apmēra prasība par parāda piedziņu,303.82,1,0,0,1,0,0,0,0,0
1478913,1,Aizkraukles rajona tiesa,150259,Pēc lēmuma atcelšanas,8/1/2016,3/16/2017,maza apmēra prasība par naudas piedziņu,1741.97,2,0,0,1,2,0,0,0,0
1480251,8,Jēkabpils rajona tiesa,191060,Pirmo reizi,2/11/2013,9/6/2017,maza apmēra prasība par naudas piedziņu,1265.19,1,0,0,1,2,0,0,0,0
1481612,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,090467,Pirmo reizi,2/14/2013,2/21/2017,par parāda piedziņu un prasības nodrošināšanu,8605.22,0,1,0,1,10,7,0,0,0
1482811,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,170969,Pirmo reizi,2/18/2013,4/5/2017,parāda piedziņa,0.00,1,0,0,1,3,1,0,0,0
1484576,28,Rēzeknes tiesa,230471,Pirmo reizi,2/22/2013,1/30/2017,maza apmēra prasība par naudas piedziņu,1151.96,2,0,0,1,1,0,0,0,0
1486901,23,Jelgavas tiesa,080764,Pirmo reizi,2/28/2013,11/23/2017,parāda piedziņa,86726.96,2,0,0,1,3,0,0,0,0
1488216,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,3/4/2013,11/21/2017,maza apmēra prasība par naudas piedziņu,226.19,1,0,0,1,11,4,0,0,0
1488952,29,Rīgas rajona tiesa,300962,Pirmo reizi,3/5/2013,6/5/2017,parāda piedziņa,0.00,0,1,0,1,5,2,0,0,0
1490473,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pēc lēmuma atcelšanas,9/1/2016,2/15/2017,maza apmēra prasība par neizmaksātās apdrošināšanas atlīdzības piedziņu  ,320.90,0,1,0,1,3,1,0,0,0
1490940,23,Jelgavas tiesa,030872,Pirmo reizi,3/11/2013,12/13/2017,parāda piedziņa,121783.74,1,0,0,1,3,0,0,0,0
1492711,4,Bauskas rajona tiesa,230773,Pirmo reizi,3/14/2013,5/8/2017,parāda piedziņa,1538.40,1,0,1,0,11,4,0,0,0
1493250,28,Rēzeknes tiesa,110380,Pēc lēmuma atcelšanas,11/17/2016,8/22/2017,maza apmēra prasība par naudas piedziņu,497.99,1,0,0,2,2,0,0,0,0
1495919,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,170969,Pēc lēmuma atcelšanas,11/29/2016,10/23/2017, maza apamēra prasība par parāda piedziņa,1196.00,1,0,1,0,2,1,0,0,0
1496288,29,Rīgas rajona tiesa,250878,Pirmo reizi,3/25/2013,2/14/2017,par parāda un zaudējumu piedziņu,0.00,0,1,0,1,2,0,0,0,0
1497974,279,Rīgas pilsētas Pārdaugavas tiesa,110274,Sakarā ar tiesu apvienošanu,1/31/2017,12/18/2017,"parāda piedziņa Ls 12894,86",0.00,2,0,0,1,1,0,0,0,0
1498703,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Sakarā ar tiesu apvienošanu,10/14/2015,3/23/2017,parāda piedziņa,1028.45,1,0,0,1,4,1,0,0,0
1501705,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,050767,Pirmo reizi,4/10/2013,3/9/2017,parāda piedziņa,0.00,1,0,0,1,8,1,0,0,0
1504084,273,Rīgas rajona tiesa Jūrmalas tiesu nams,240772,Pēc lēmuma atcelšanas,9/23/2016,6/9/2017,parāda piedziņa,0.01,1,0,0,1,2,1,0,0,0
1505899,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,4/19/2013,3/14/2017,maza apmēra prasība par naudas piedziņu,734.75,1,0,0,1,2,1,0,0,0
1506478,19,Ogres rajona tiesa,271157,Pirmo reizi,4/22/2013,12/11/2017,maza apmēra prasība par naudas piedziņu,274.28,1,0,0,1,5,0,0,0,0
1508057,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,170969,Pirmo reizi,4/24/2013,10/10/2017,parāda piedziņa,0.00,1,0,0,1,7,1,0,0,0
1508828,30,Valmieras rajona tiesa,011049,Pirmo reizi,4/26/2013,7/13/2017,parāda piedziņa,1284.53,0,1,0,1,3,0,0,0,0
1509349,4,Bauskas rajona tiesa,211159,Pēc piekritības no citas tiesas,1/29/2014,2/23/2017,parāda piedziņa,1.00,1,0,1,0,6,1,0,0,0
1509478,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pēc piekritības no citas tiesas,11/17/2015,4/5/2017,"jūras prasība par parāda LVL 820 466,63 piedziņu",820466.63,0,1,0,1,6,5,0,0,0
1509717,28,Rēzeknes tiesa,230471,Pirmo reizi,4/29/2013,4/4/2017,parāda piedziņa,6232.47,1,0,0,1,4,2,0,0,0
1515756,39,Tukuma rajona tiesa,080676,Pēc lēmuma atcelšanas,2/6/2017,10/19/2017,Maza apmēra prasība par naudas piedziņu.,1198.71,1,0,0,1,3,1,0,0,0
1516940,279,Rīgas pilsētas Pārdaugavas tiesa,110274,Sakarā ar tiesu apvienošanu,1/31/2017,5/31/2017,zaudējumu piedziņa,23.00,1,0,0,1,2,1,0,0,0
1517190,27,Liepājas tiesa,190260,Pēc lēmuma atcelšanas,2/23/2017,8/30/2017,īpašuma apsaimniekošanas parāda piedziņa,1141.10,1,0,0,1,3,1,0,1,0
1518053,279,Rīgas pilsētas Pārdaugavas tiesa,280782,Sakarā ar tiesu apvienošanu,1/31/2017,9/4/2017,maza apmēra prasība par naudas piedziņu  ,0.00,0,1,0,1,1,0,0,0,0
1518164,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,5/23/2013,4/26/2017,maza apmēra prasība par naudas piedziņu,221.02,1,0,0,1,6,1,0,0,0
1518169,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,5/23/2013,4/13/2017,maza apmēra prasība par naudas piedziņu,678.31,1,0,0,1,6,1,0,1,0
1519368,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290568,Pirmo reizi,5/27/2013,12/13/2017,"parāda piedziņa, prasības nodrošinājums",14289.29,0,1,0,1,2,0,0,0,0
1519940,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160766,Pirmo reizi,5/28/2013,3/2/2017,"maza apmēra prasība par naudas piedziņu ,  ",0.00,0,1,0,1,13,10,0,0,0
1520862,34,Rīgas pilsētas Ziemeļu rajona tiesa,130476,Pirmo reizi,5/30/2013,4/19/2017,parāda piedziņa,28960.04,2,0,0,1,6,1,0,0,0
1521035,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,211166,Pirmo reizi,5/30/2013,5/11/2017,maza apmēra prasība par naudas piedziņu,341.92,1,0,0,1,7,1,0,0,0
1521399,22,Daugavpils tiesa,110663,Sakarā ar tiesu apvienošanu,1/29/2016,2/16/2017,maza apmēra prasība par naudas piedziņu,604.43,1,0,0,1,1,0,0,0,0
1521594,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,030169,Pēc lēmuma atcelšanas,12/20/2016,5/15/2017,maza apmēra prasībā par naudas piedziņu,186.61,1,0,0,1,0,0,0,0,0
1521659,19,Ogres rajona tiesa,271157,Pirmo reizi,5/31/2013,12/12/2017,parāda piedziņa,3568.98,1,0,0,1,2,0,0,0,0
1525171,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,170969,Pirmo reizi,6/10/2013,9/4/2017,parāda piedziņa,0.00,1,0,0,1,5,0,0,0,0
1525723,30,Valmieras rajona tiesa,220374,Pēc piekritības no citas tiesas,9/9/2014,4/20/2017,parāda piedziņa,3544.23,1,0,0,1,2,0,0,0,0
1526477,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,6/13/2013,5/9/2017,"maza apmēra prasība par naudas piedziņu ,  ",722.17,1,0,0,1,6,1,0,0,0
1529128,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,6/20/2013,4/20/2017,"maza apmēra prasība par naudas piedziņu ,  ",561.20,1,0,0,1,9,1,0,0,0
1529197,5,Cēsu rajona tiesa,090763,Pēc lēmuma atcelšanas,9/15/2016,1/30/2017,maza apmēra prasība par naudas piedziņu,3847.13,2,0,0,1,1,0,0,0,0
1530686,34,Rīgas pilsētas Ziemeļu rajona tiesa,090770,Pirmo reizi,6/26/2013,3/30/2017,parāda un nokavējuma procentu  piedziņa,0.00,1,0,1,0,1,0,0,0,0
1531149,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,6/27/2013,4/11/2017,"parāda piedziņa, savstarpējs ieskaits un prasības nodrošinājums",34256.00,1,0,1,0,10,3,0,0,3
1532356,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160463,Pirmo reizi,7/1/2013,12/27/2017,maza apmēra prasība par nauda piedziņu,345.00,1,0,0,1,1,0,0,0,0
1532362,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160463,Pirmo reizi,7/1/2013,12/28/2017,parāda piedziņa,8678.02,1,0,0,1,2,0,0,0,0
1537327,7,Gulbenes rajona tiesa,070957,Pēc lēmuma atcelšanas,5/27/2016,3/13/2017,maza apmēra prasībā par naudas piedziņu,1290.86,1,0,0,1,0,0,0,0,0
1537545,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,7/15/2013,4/5/2017,parāda piedziņa,101244.64,2,0,0,1,6,1,0,0,0
1537935,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,7/15/2013,4/18/2017,maza apmēra prasība par naudas piedziņu,1276.24,1,2,0,1,3,2,0,0,0
1538872,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290568,Pirmo reizi,7/18/2013,3/15/2017,"parāda piedziņa, prasības nodrošināšana",18803.12,3,0,0,1,3,0,0,1,0
1539185,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,250174,Pirmo reizi,7/19/2013,8/29/2017,parāda piedziņa,0.00,2,0,1,0,3,0,0,0,0
1539823,8,Jēkabpils rajona tiesa,170152,Pirmo reizi,7/22/2013,1/30/2017,"nomas līguma atzīšana par spēkā esošu un noslēgtu uz nenoteiktu laiku,ieraksta dzēšanas atzīšanu par prettiesisku,ieraksta atjaunošanu zemesgrāmatā un jaunē ieraksta veikšanu",0.00,1,1,0,1,10,1,2,0,0
1539882,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050967,Sakarā ar tiesu apvienošanu,8/1/2015,3/9/2017,aizdevuma piedziņa,1.00,2,0,0,1,3,2,0,0,0
1540031,22,Daugavpils tiesa,121166,Pēc lēmuma atcelšanas,2/13/2017,10/10/2017,maza apmēra prasība par naudas piedziņu,1169.00,1,0,0,2,3,1,0,0,0
1540059,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pirmo reizi,7/22/2013,1/23/2017,parāda piedziņa,0.00,1,0,0,1,9,2,0,0,0
1540881,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,7/24/2013,12/14/2017,parāda piedziņa,1660.04,0,1,0,1,3,1,0,0,0
1542310,28,Rēzeknes tiesa,270766,Sakarā ar tiesu apvienošanu,1/29/2016,3/23/2017,par parāda piedziņu,0.00,1,0,0,1,1,0,0,0,0
1542705,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,130279,Pirmo reizi,7/29/2013,2/28/2017,maza apmēra prasība par naudas piedziņu,1038.11,1,0,0,1,1,0,0,0,0
1543262,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180179,Pirmo reizi,7/31/2013,6/22/2017,parāda piedziņa,0.00,0,1,3,1,10,1,0,0,0
1543662,279,Rīgas pilsētas Pārdaugavas tiesa,200277,Sakarā ar tiesu apvienošanu,1/31/2017,8/14/2017,m.apmēra prasība par naudas piedziņu,0.00,2,0,1,0,3,1,0,0,0
1543866,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,201178,Pēc piekritības no citas tiesas,7/22/2015,6/6/2017,zaudējumu piedziņa,326038.03,0,1,0,2,6,1,0,0,0
1545860,18,Madonas rajona tiesa,130264,Pirmo reizi,8/8/2013,3/8/2017,zaudējumu  piedziņa,11629.64,1,0,1,1,12,7,0,0,0
1546610,39,Tukuma rajona tiesa,080676,Pēc lēmuma atcelšanas,4/3/2017,6/16/2017,Maza apmēra prasība par naudas piedziņu.,498.08,1,0,0,1,0,0,0,0,0
1546946,23,Jelgavas tiesa,110570,Pirmo reizi,8/12/2013,10/3/2017,maza apmēra prasība par naudas piedziņu,1199.06,1,0,0,1,2,0,0,0,0
1547392,1,Aizkraukles rajona tiesa,091063,Pēc piekritības no citas tiesas,9/15/2014,2/1/2017,"parāda piedziņa, prasības nodrošināšana",182854.65,2,0,0,1,7,1,0,0,0
1548216,279,Rīgas pilsētas Pārdaugavas tiesa,200277,Sakarā ar tiesu apvienošanu,1/31/2017,3/3/2017,zemes nomas maksas parāda piedziņa,0.00,3,0,1,0,2,1,0,0,0
1548224,279,Rīgas pilsētas Pārdaugavas tiesa,010551,Sakarā ar tiesu apvienošanu,1/31/2017,8/15/2017,parāda piedziņa,0.00,2,0,0,1,3,1,0,0,0
1549995,279,Rīgas pilsētas Pārdaugavas tiesa,261075,Sakarā ar tiesu apvienošanu,1/31/2017,12/8/2017,parāda piedziņa,60165.10,0,1,0,1,3,0,0,0,0
1550751,279,Rīgas pilsētas Pārdaugavas tiesa,110274,Sakarā ar tiesu apvienošanu,1/31/2017,4/24/2017,maza apmēra prasība par naudas piedziņu,0.00,0,1,0,1,1,0,0,0,0
1551348,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,060362,Pirmo reizi,8/26/2013,10/11/2017,parāda piedziņa,13586.83,2,0,0,1,9,4,0,0,0
1551731,5,Cēsu rajona tiesa,090763,Pirmo reizi,8/26/2013,2/7/2017,maza apmēra prasība par naudas piedziņu,0.00,0,1,1,0,13,1,0,0,0
1552324,23,Jelgavas tiesa,110570,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),5/16/2016,10/20/2017,maza apmēra prasība par naudas piedziņu,501.91,1,0,0,1,6,1,0,0,0
1552578,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,8/29/2013,10/4/2017,parāda piedziņa,5408.74,1,0,0,1,6,0,0,1,0
1553603,279,Rīgas pilsētas Pārdaugavas tiesa,140955,Sakarā ar tiesu apvienošanu,1/31/2017,6/21/2017,maza apmēra prasība par naudas piedziņu,490.00,1,0,0,1,2,1,0,0,0
1553648,279,Rīgas pilsētas Pārdaugavas tiesa,181271,Sakarā ar tiesu apvienošanu,1/31/2017,2/20/2017,maza apmēra prasība par naudas piedziņu,1866.22,0,1,0,1,0,0,0,0,0
1555359,6,Dobeles rajona tiesa,180773,Pirmo reizi,9/6/2013,3/17/2017,parāda piedziņa,32457.15,2,2,0,1,13,0,0,0,0
1555499,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,9/6/2013,3/3/2017,parāda piedziņa,1126.28,1,0,0,1,10,1,0,0,0
